ProductID,ProductName,Category,UnitCost,RetailPrice,ReorderPoint,SafetyStock
1289,Savlon Solution,Analgesics,168.01,311.48,11,37
1290,Nitrofurantoin 100mg,Analgesics,64.35,106.19,84,111
1291,Amlodipine 5mg,Antibiotics,44.94,105.49,30,92
1292,Zinc 20mg,Analgesics,93.81,164.47,53,111
1293,Betadine Ointment,Vitamins,139.16,285.05,20,36
1294,Nitrofurantoin 100mg,Diabetes,131.64,188.9,48,117
1295,Clindamycin 300mg,Diabetes,204.08,310.26,45,65
1296,Metoprolol 25mg,Analgesics,111.25,216.32,69,144
1297,Bisoprolol 5mg,Analgesics,29.34,51.69,67,132
1298,Cefixime 200mg,Analgesics,145.44,223.23,14,132
1299,Sitagliptin 50mg,Vitamins,179.12,367.71,50,26
1300,Folic Acid 5mg,Diabetes,17.87,26.61,11,36
1301,Celecoxib 100mg,Analgesics,89.78,174.85,69,64
1302,Metronidazole 400mg,Cardiac,90.56,164.32,71,39
1303,Diclofenac 50mg,Analgesics,160.66,291.07,26,140
1304,Boroline Cream,Vitamins,129.56,243.76,78,138
1305,Biotin 10mg,Diabetes,70.44,115.06,34,64
1306,Ciprofloxacin 500mg,Cardiac,102.9,201.33,21,33
1307,Tramadol 50mg,Diabetes,145.16,234.7,40,94
1308,Doxycycline 100mg,Diabetes,49.18,77.25,62,46
1309,Clopidogrel 75mg,Antibiotics,155.3,401.04,79,38
1310,Insulin Glargine,Diabetes,199.49,308.05,80,101
1311,Clopidogrel 75mg,Analgesics,110.92,180.04,100,100
1312,Losartan 50mg,Cardiac,25.36,53.37,46,68
1313,Paracetamol 650mg,Vitamins,164.2,326.6,59,85
1314,Vitamin C 500mg,Diabetes,64.2,103.95,46,100
1315,Doxycycline 100mg,Antibiotics,95.48,260.87,53,85
1316,Diclofenac 50mg,Vitamins,245.91,528.29,10,144
1317,Biotin 10mg,Vitamins,186.35,367.76,83,94
1318,Boroline Cream,Diabetes,229.26,340.85,29,62
1319,Rosuvastatin 5mg,Analgesics,138.42,224.32,15,149
1320,Vitamin K2,Analgesics,169.87,318.27,58,140
1321,Clopidogrel 75mg,Analgesics,47.98,102.23,55,30
1322,Chlorhexidine,Analgesics,190.69,331.63,59,93
1323,Naproxen 500mg,Cardiac,53.24,99.23,10,117
1324,Clindamycin 300mg,Analgesics,146.53,252.56,48,148
1325,Chlorhexidine,Antiseptics,355.25,455.64,16,82
1326,Glimepiride 1mg,Antibiotics,67.05,178.33,48,68
1327,Metronidazole 400mg,Analgesics,72.86,104.71,22,88
1328,Paracetamol 650mg,Diabetes,31.23,47.08,17,33
1329,Chlorhexidine,Vitamins,58.29,141.2,42,65
1330,Naproxen 500mg,Antibiotics,202.88,411.73,44,127
1331,Folic Acid 5mg,Vitamins,165.35,359.62,43,90
1332,Clindamycin 300mg,Diabetes,21.31,29.7,26,111
1333,Clopidogrel 75mg,Analgesics,69.51,121.44,31,129
1334,Metoprolol 25mg,Antiseptics,227.56,303.31,73,140
1335,Amoxicillin 500mg,Antiseptics,114.41,152.89,47,50
1336,Boroline Cream,Vitamins,193.87,450.13,68,36
1337,Celecoxib 100mg,Analgesics,152.08,284.85,62,28
1338,Bisoprolol 5mg,Diabetes,204.68,343.82,68,127
1339,Pioglitazone 15mg,Analgesics,69.94,103.87,37,111
1340,Clindamycin 300mg,Analgesics,149.85,275.37,96,59
1341,Clopidogrel 75mg,Analgesics,103.8,226.64,43,77
1342,Metronidazole 400mg,Antibiotics,110.64,251.7,31,23
1343,Vitamin C 500mg,Cardiac,40.87,84.6,59,92
1344,Atorvastatin 10mg,Diabetes,144.24,202.56,82,36
1345,Cefixime 200mg,Diabetes,176.6,250.01,86,145
1346,Diclofenac 50mg,Antibiotics,153.19,327.24,88,115
1347,Metformin 500mg,Antibiotics,76.5,179.5,61,37
1348,Rosuvastatin 5mg,Antibiotics,127.95,391.99,43,104
1349,Vildagliptin 50mg,Antiseptics,342.67,443.31,10,89
1350,Paracetamol 650mg,Analgesics,56.5,95.39,80,47
1351,Atorvastatin 10mg,Cardiac,111.27,199.24,30,145
1352,Metronidazole 400mg,Vitamins,50.04,99.75,15,40
1353,Chlorhexidine,Antibiotics,134.22,285.3,13,115
1354,Naproxen 500mg,Diabetes,94.86,161.99,18,110
1355,Pioglitazone 15mg,Antibiotics,152.95,367.31,32,34
1356,Pioglitazone 15mg,Cardiac,171.32,331.46,78,64
1357,Amoxicillin 500mg,Cardiac,136.04,261.83,72,118
1358,Dettol Antiseptic,Antibiotics,164.31,364.11,32,37
1359,Losartan 50mg,Analgesics,9.24,16.67,86,139
1360,Vitamin C 500mg,Vitamins,35.55,77.15,87,33
1361,Ibuprofen 400mg,Cardiac,159.3,363.82,57,76
1362,Ibuprofen 400mg,Analgesics,109.61,209.03,78,47
1363,Ketorolac 10mg,Vitamins,140.97,317.07,96,136
1364,Celecoxib 100mg,Vitamins,135.85,300.18,12,28
1365,Dapagliflozin 10mg,Diabetes,160.22,278.23,62,66
1366,Povidone Iodine,Analgesics,60.86,108.49,76,20
1367,Cefixime 200mg,Diabetes,225.96,335.96,13,65
1368,Clindamycin 300mg,Cardiac,166.65,334.6,10,106
1369,Losartan 50mg,Analgesics,141.98,263.12,45,47
1370,Clindamycin 300mg,Analgesics,94.76,167.68,33,149
1371,Folic Acid 5mg,Antiseptics,225.45,289.58,90,144
1372,Amlodipine 5mg,Analgesics,55.42,101.09,97,74
1373,Empagliflozin 10mg,Cardiac,102.65,234.99,96,63
1374,Nitrofurantoin 100mg,Antibiotics,115.28,312.4,24,145
1375,Cefixime 200mg,Analgesics,56.6,84.39,29,120
1376,Celecoxib 100mg,Cardiac,177.07,280.05,30,51
1377,Vitamin K2,Antibiotics,23.84,72.84,43,71
1378,Losartan 50mg,Vitamins,56.25,107.05,34,94
1379,Vitamin C 500mg,Antibiotics,25.58,58.17,43,112
1380,Ramipril 5mg,Vitamins,156.79,368.25,17,128
1381,Hydrogen Peroxide,Analgesics,53.5,101.21,38,97
1382,Vitamin C 500mg,Antibiotics,10.29,24.29,26,105
1383,Biotin 10mg,Antiseptics,185.96,247.96,32,53
1384,Zinc 20mg,Analgesics,201.12,306.61,54,27
1385,Rosuvastatin 5mg,Vitamins,173.81,343.62,10,21
1386,Sitagliptin 50mg,Antibiotics,53.65,145.4,51,143
1387,Metoprolol 25mg,Diabetes,174.6,267.69,40,61
1388,Multivitamin,Analgesics,83.29,155.11,98,141
1389,Zinc 20mg,Antiseptics,406.44,549.13,63,46
1390,Sitagliptin 50mg,Antibiotics,153.02,426.36,17,129
1391,Folic Acid 5mg,Analgesics,88.09,136.92,27,31
1392,Celecoxib 100mg,Analgesics,145.79,240.35,31,67
1393,Dapagliflozin 10mg,Analgesics,148.02,273.84,71,69
1394,Hydrogen Peroxide,Vitamins,197.93,399.82,35,24
1395,Vitamin K2,Antibiotics,65.27,155.2,23,50
1396,Hydrogen Peroxide,Diabetes,21.48,36.38,20,61
1397,Pioglitazone 15mg,Antibiotics,88.21,216.64,36,93
1398,Silver Sulfadiazine,Analgesics,36.14,61.52,35,145
1399,Zinc 20mg,Vitamins,50.61,105.33,83,126
1400,Aspirin 75mg,Diabetes,140.64,198.5,14,44
1401,Insulin Glargine,Analgesics,6.58,11.15,29,55
1402,Dapagliflozin 10mg,Analgesics,120.94,196.69,36,26
1403,Tramadol 50mg,Analgesics,192.05,330.16,37,42
1404,Chlorhexidine,Diabetes,31.96,52.52,94,112
1405,Tramadol 50mg,Vitamins,195.25,374.0,24,143
1406,Hydrogen Peroxide,Antibiotics,70.14,155.74,93,121
1407,Metoprolol 25mg,Cardiac,110.4,192.84,67,148
1408,Ibuprofen 400mg,Diabetes,11.55,19.2,51,63
1409,Ciprofloxacin 500mg,Vitamins,30.7,78.02,34,133
1410,Losartan 50mg,Cardiac,166.92,330.16,10,147
1411,Sitagliptin 50mg,Analgesics,82.38,147.56,10,63
1412,Vildagliptin 50mg,Analgesics,161.36,250.09,71,91
1413,Zinc 20mg,Analgesics,102.26,167.21,56,42
1414,Losartan 50mg,Analgesics,220.41,341.59,53,121
1415,Celecoxib 100mg,Vitamins,260.0,488.75,67,127
1416,Metformin 500mg,Cardiac,128.08,256.06,30,49
1417,Silver Sulfadiazine,Analgesics,84.34,128.75,76,142
1418,Ciprofloxacin 500mg,Analgesics,198.01,329.12,13,83
1419,Diclofenac 50mg,Antibiotics,80.51,213.13,32,130
1420,Bisoprolol 5mg,Cardiac,153.08,310.8,36,68
1421,Atorvastatin 10mg,Antibiotics,149.72,396.59,22,133
1422,Boroline Cream,Vitamins,181.91,418.96,81,24
1423,Metoprolol 25mg,Analgesics,200.5,360.6,10,120
1424,Clindamycin 300mg,Analgesics,31.25,56.95,90,49
1425,Atorvastatin 10mg,Antiseptics,398.86,525.33,15,108
1426,Nitrofurantoin 100mg,Antiseptics,93.74,125.33,26,40
1427,Povidone Iodine,Analgesics,167.79,311.4,89,98
1428,Silver Sulfadiazine,Antiseptics,63.63,86.51,74,65
1429,Aspirin 75mg,Vitamins,117.85,227.09,76,95
1430,Insulin Glargine,Cardiac,195.52,360.09,28,36
1431,Vitamin C 500mg,Antibiotics,139.4,290.74,61,135
1432,Metformin 500mg,Vitamins,185.16,327.76,96,29
1433,Vitamin C 500mg,Antibiotics,156.05,334.39,67,143
1434,Aspirin 75mg,Vitamins,65.16,112.49,96,112
1435,Boroline Cream,Analgesics,164.6,300.43,36,22
1436,Glimepiride 1mg,Analgesics,79.99,151.04,57,44
1437,Ciprofloxacin 500mg,Antibiotics,33.19,84.83,13,28
1438,Ibuprofen 400mg,Diabetes,89.15,140.11,79,90
1439,Vitamin E 400mg,Analgesics,176.59,280.32,41,24
1440,Vitamin K2,Vitamins,77.31,157.29,65,67
1441,Insulin Glargine,Antiseptics,260.58,319.2,11,25
1442,Vitamin E 400mg,Analgesics,144.69,257.55,64,45
1443,Dettol Antiseptic,Vitamins,74.88,140.65,34,31
1444,Vitamin E 400mg,Antibiotics,78.89,214.47,74,74
1445,Vitamin B12,Cardiac,22.63,48.84,97,84
1446,Folic Acid 5mg,Analgesics,172.29,342.29,92,120
1447,Amoxicillin 500mg,Diabetes,203.15,335.71,62,83
1448,Silver Sulfadiazine,Diabetes,69.19,110.1,86,92
1449,Zinc 20mg,Antiseptics,343.78,463.82,71,109
1450,Ramipril 5mg,Diabetes,66.14,106.0,30,65
1451,Atorvastatin 10mg,Antibiotics,169.36,402.44,21,52
1452,Vitamin B12,Vitamins,86.89,185.93,58,44
1453,Ciprofloxacin 500mg,Cardiac,106.78,237.78,25,136
1454,Ketorolac 10mg,Vitamins,148.29,296.42,74,106
1455,Hydrogen Peroxide,Analgesics,27.53,53.75,91,32
1456,Rosuvastatin 5mg,Cardiac,74.52,169.56,27,63
1457,Povidone Iodine,Diabetes,100.38,139.38,67,32
1458,Amlodipine 5mg,Vitamins,156.06,278.71,80,77
1459,Zinc 20mg,Analgesics,157.5,235.76,96,55
1460,Vitamin B12,Vitamins,213.93,469.56,13,34
1461,Empagliflozin 10mg,Antibiotics,49.39,126.1,36,65
1462,Multivitamin,Vitamins,65.34,124.56,99,37
1463,Hydrogen Peroxide,Analgesics,183.04,345.88,22,105
1464,Amoxicillin 500mg,Vitamins,228.22,428.6,60,47
1465,Vitamin B12,Antiseptics,287.38,361.44,12,54
1466,Amoxicillin 500mg,Analgesics,55.61,99.05,99,87
1467,Amoxicillin 500mg,Antiseptics,197.94,254.69,23,91
1468,Nitrofurantoin 100mg,Antibiotics,106.98,254.33,30,148
1469,Hydrogen Peroxide,Cardiac,25.02,48.46,56,144
1470,Atorvastatin 10mg,Diabetes,52.33,84.61,42,56
1471,Doxycycline 100mg,Vitamins,232.93,412.07,34,146
1472,Levofloxacin 500mg,Diabetes,166.61,226.5,87,117
1473,Silver Sulfadiazine,Cardiac,94.72,209.34,87,45
1474,Vitamin C 500mg,Antibiotics,177.89,348.59,95,50
1475,Bisoprolol 5mg,Antibiotics,177.06,398.61,40,80
1476,Vitamin E 400mg,Vitamins,84.01,179.69,48,127
1477,Ibuprofen 400mg,Diabetes,73.48,108.94,17,81
1478,Ramipril 5mg,Diabetes,116.94,227.98,75,110
1479,Tramadol 50mg,Diabetes,153.24,219.54,74,62
1480,Hydrogen Peroxide,Antibiotics,130.74,284.0,79,43
1481,Aspirin 75mg,Diabetes,148.35,233.95,70,89
1482,Levofloxacin 500mg,Analgesics,208.2,302.51,38,125
1483,Savlon Solution,Vitamins,253.15,466.65,55,139
1484,Folic Acid 5mg,Analgesics,207.77,372.41,11,112
1485,Glimepiride 1mg,Antibiotics,85.64,205.56,35,40
1486,Levofloxacin 500mg,Antibiotics,96.78,238.6,31,97
1487,Folic Acid 5mg,Antibiotics,156.76,400.91,98,111
1488,Vitamin K2,Diabetes,134.58,215.91,35,73
1489,Betadine Ointment,Antibiotics,144.54,361.03,20,94
1490,Ciprofloxacin 500mg,Antibiotics,137.54,305.33,86,128
1491,Diclofenac 50mg,Analgesics,50.63,88.33,89,38
1492,Metronidazole 400mg,Antibiotics,165.86,394.99,19,90
1493,Bisoprolol 5mg,Analgesics,114.5,258.57,73,55
1494,Vitamin B12,Analgesics,110.76,208.89,84,49
1495,Glimepiride 1mg,Vitamins,82.62,168.22,89,78
1496,Metoprolol 25mg,Vitamins,88.07,181.85,77,117
1497,Naproxen 500mg,Vitamins,47.26,125.44,50,146
1498,Savlon Solution,Antibiotics,92.89,200.31,18,99
1499,Metronidazole 400mg,Antibiotics,106.82,278.47,60,21
1500,Vitamin C 500mg,Cardiac,126.25,271.24,63,150
1501,Vitamin C 500mg,Vitamins,193.56,482.6,36,39
1502,Nitrofurantoin 100mg,Antibiotics,47.68,131.94,71,79
1503,Dapagliflozin 10mg,Analgesics,33.84,60.71,35,79
1504,Amlodipine 5mg,Antibiotics,123.83,311.76,32,118
1505,Naproxen 500mg,Antibiotics,55.02,123.99,27,73
1506,Vitamin E 400mg,Antibiotics,116.9,251.41,84,65
1507,Rosuvastatin 5mg,Vitamins,255.52,532.89,37,27
1508,Bisoprolol 5mg,Vitamins,209.56,434.07,18,57
1509,Vildagliptin 50mg,Vitamins,223.77,478.76,66,148
1510,Silver Sulfadiazine,Diabetes,39.03,63.44,39,92
1511,Pioglitazone 15mg,Diabetes,58.47,85.24,45,113
1512,Pioglitazone 15mg,Diabetes,50.05,76.2,25,40
1513,Bisoprolol 5mg,Antiseptics,198.76,265.62,47,106
1514,Metronidazole 400mg,Analgesics,156.03,306.09,72,105
1515,Biotin 10mg,Analgesics,10.01,19.43,82,72
1516,Metformin 500mg,Analgesics,169.91,292.56,79,141
1517,Tramadol 50mg,Vitamins,259.83,482.31,73,86
1518,Povidone Iodine,Cardiac,36.92,73.18,76,53
1519,Amlodipine 5mg,Analgesics,6.56,12.13,99,110
1520,Metronidazole 400mg,Cardiac,81.94,140.88,52,132
1521,Rosuvastatin 5mg,Analgesics,82.99,142.25,18,113
1522,Multivitamin,Cardiac,162.08,344.89,52,91
1523,Amoxicillin 500mg,Antibiotics,103.0,242.74,14,118
1524,Ketorolac 10mg,Analgesics,120.87,208.27,53,121
1525,Silver Sulfadiazine,Antibiotics,152.9,356.33,100,99
1526,Betadine Ointment,Analgesics,24.64,39.15,30,32
1527,Pioglitazone 15mg,Antibiotics,38.77,96.5,100,149
1528,Chlorhexidine,Antibiotics,63.3,153.07,72,128
1529,Clindamycin 300mg,Diabetes,118.44,173.19,47,86
1530,Sitagliptin 50mg,Vitamins,111.19,227.71,45,92
1531,Naproxen 500mg,Antibiotics,11.4,30.33,58,116
1532,Betadine Ointment,Vitamins,224.61,402.27,83,86
1533,Amoxicillin 500mg,Diabetes,92.92,146.24,16,54
1534,Pioglitazone 15mg,Analgesics,233.07,391.75,75,97
1535,Amoxicillin 500mg,Antibiotics,124.15,327.63,80,146
1536,Metronidazole 400mg,Analgesics,53.3,101.93,74,51
1537,Metronidazole 400mg,Analgesics,155.33,263.01,22,94
1538,Biotin 10mg,Diabetes,242.82,366.1,23,126
1539,Biotin 10mg,Analgesics,33.09,55.61,87,97
1540,Vitamin E 400mg,Vitamins,330.28,529.4,95,74
1541,Diclofenac 50mg,Diabetes,205.64,352.26,62,76
1542,Vitamin C 500mg,Analgesics,162.05,260.04,46,80
1543,Bisoprolol 5mg,Vitamins,238.01,471.95,56,54
1544,Pioglitazone 15mg,Analgesics,111.37,163.4,10,67
1545,Doxycycline 100mg,Antiseptics,39.34,52.07,50,116
1546,Atorvastatin 10mg,Antibiotics,30.36,64.34,98,65
1547,Vitamin C 500mg,Diabetes,192.14,286.86,42,122
1548,Nitrofurantoin 100mg,Vitamins,153.28,348.8,72,118
1549,Bisoprolol 5mg,Analgesics,69.19,104.25,38,39
1550,Tramadol 50mg,Vitamins,210.76,469.85,43,85
1551,Boroline Cream,Antiseptics,341.52,423.33,56,62
1552,Betadine Ointment,Vitamins,21.84,53.47,100,66
1553,Chlorhexidine,Diabetes,71.59,114.51,95,38
1554,Ramipril 5mg,Cardiac,15.18,32.09,36,24
1555,Vitamin C 500mg,Analgesics,212.5,345.67,22,102
1556,Biotin 10mg,Analgesics,200.27,352.68,35,33
1557,Biotin 10mg,Vitamins,167.62,334.91,65,68
1558,Aspirin 75mg,Antibiotics,6.53,18.21,19,105
1559,Clopidogrel 75mg,Diabetes,185.23,305.39,65,44
1560,Vitamin B12,Cardiac,28.65,62.17,33,103
1561,Cefixime 200mg,Antibiotics,147.21,306.57,31,126
1562,Tramadol 50mg,Analgesics,164.19,274.87,66,41
1563,Vitamin B12,Diabetes,126.18,210.55,91,58
1564,Aspirin 75mg,Analgesics,121.68,224.56,63,109
1565,Silver Sulfadiazine,Diabetes,104.1,161.26,46,30
1566,Boroline Cream,Antibiotics,141.28,311.03,63,100
1567,Vitamin B12,Vitamins,228.49,479.84,34,26
1568,Povidone Iodine,Analgesics,221.32,369.24,23,26
1569,Cefixime 200mg,Vitamins,65.9,115.55,34,77
1570,Biotin 10mg,Antibiotics,176.05,372.44,62,44
1571,Levofloxacin 500mg,Vitamins,143.73,338.8,63,114
1572,Ramipril 5mg,Analgesics,33.39,62.16,100,69
1573,Vitamin K2,Diabetes,61.07,97.91,29,21
1574,Vitamin B12,Cardiac,209.84,345.3,44,35
1575,Empagliflozin 10mg,Analgesics,73.07,122.84,29,76
1576,Clopidogrel 75mg,Analgesics,213.03,328.13,43,116
1577,Amlodipine 5mg,Analgesics,202.19,337.68,97,123
1578,Vitamin E 400mg,Vitamins,275.38,531.87,58,41
1579,Ibuprofen 400mg,Vitamins,70.72,148.02,40,89
1580,Metronidazole 400mg,Vitamins,136.59,282.45,98,133
1581,Metoprolol 25mg,Analgesics,167.42,322.17,61,130
1582,Ramipril 5mg,Antibiotics,214.01,423.19,90,102
1583,Metformin 500mg,Vitamins,145.24,336.73,28,80
1584,Metoprolol 25mg,Antibiotics,148.12,369.44,53,71
1585,Ciprofloxacin 500mg,Antiseptics,242.57,318.87,30,52
1586,Metoprolol 25mg,Analgesics,72.97,124.21,54,59
1587,Dapagliflozin 10mg,Diabetes,172.23,280.69,44,23
1588,Diclofenac 50mg,Antibiotics,144.71,318.2,90,108
1589,Vitamin C 500mg,Antibiotics,37.02,82.3,91,87
1590,Levofloxacin 500mg,Diabetes,60.61,89.75,78,106
1591,Betadine Ointment,Diabetes,182.06,271.17,57,27
1592,Vitamin B12,Antiseptics,436.58,536.49,79,112
1593,Dapagliflozin 10mg,Analgesics,221.87,352.53,41,147
1594,Boroline Cream,Analgesics,181.7,291.15,54,46
1595,Vitamin C 500mg,Diabetes,16.48,24.72,88,139
1596,Betadine Ointment,Vitamins,125.67,288.82,84,53
1597,Aspirin 75mg,Analgesics,182.7,320.09,70,125
1598,Multivitamin,Analgesics,157.36,286.33,16,46
1599,Rosuvastatin 5mg,Analgesics,162.78,284.32,97,23
1600,Tramadol 50mg,Cardiac,158.85,321.7,14,146
1601,Chlorhexidine,Analgesics,203.58,351.36,62,45
1602,Pioglitazone 15mg,Antibiotics,41.85,99.11,36,50
1603,Vitamin K2,Analgesics,105.08,180.76,91,38
1604,Vitamin K2,Antibiotics,129.36,233.96,94,108
1605,Dettol Antiseptic,Analgesics,92.99,145.05,55,42
1606,Insulin Glargine,Vitamins,184.85,436.76,11,129
1607,Chlorhexidine,Analgesics,37.29,65.08,72,70
1608,Nitrofurantoin 100mg,Diabetes,7.51,10.94,96,131
1609,Clopidogrel 75mg,Analgesics,101.98,198.87,48,33
1610,Silver Sulfadiazine,Vitamins,55.22,109.29,81,150
1611,Sitagliptin 50mg,Cardiac,91.94,175.99,60,150
1612,Ciprofloxacin 500mg,Vitamins,144.46,297.8,21,28
1613,Savlon Solution,Vitamins,171.0,446.55,14,75
1614,Pioglitazone 15mg,Antibiotics,81.84,188.97,31,63
1615,Folic Acid 5mg,Antibiotics,107.75,241.04,83,74
1616,Multivitamin,Vitamins,35.82,94.0,90,76
1617,Multivitamin,Antiseptics,206.65,262.29,86,116
1618,Biotin 10mg,Vitamins,53.23,123.25,42,107
1619,Ibuprofen 400mg,Vitamins,280.97,498.04,49,110
1620,Metronidazole 400mg,Diabetes,78.75,107.14,46,64
1621,Bisoprolol 5mg,Antibiotics,9.94,24.71,69,39
1622,Ciprofloxacin 500mg,Analgesics,140.0,245.73,41,133
1623,Diclofenac 50mg,Vitamins,149.16,296.16,20,24
1624,Dettol Antiseptic,Antiseptics,143.78,192.51,31,58
1625,Vitamin K2,Analgesics,195.34,354.13,19,115
1626,Povidone Iodine,Diabetes,222.29,361.31,39,114
1627,Multivitamin,Analgesics,189.71,266.19,74,82
1628,Ramipril 5mg,Vitamins,266.74,525.73,35,87
1629,Pioglitazone 15mg,Analgesics,197.75,399.16,19,25
1630,Vitamin E 400mg,Antibiotics,41.25,92.64,33,133
1631,Ibuprofen 400mg,Diabetes,170.92,308.77,41,85
1632,Betadine Ointment,Antibiotics,163.89,366.77,38,26
1633,Ibuprofen 400mg,Vitamins,242.51,500.47,78,122
1634,Insulin Glargine,Diabetes,182.6,288.08,45,112
1635,Glimepiride 1mg,Cardiac,27.53,50.09,30,136
1636,Losartan 50mg,Analgesics,31.09,60.69,77,40
1637,Savlon Solution,Antibiotics,9.5,21.27,38,94
1638,Rosuvastatin 5mg,Analgesics,122.08,219.53,69,94
1639,Biotin 10mg,Antiseptics,129.07,165.16,96,139
1640,Paracetamol 650mg,Cardiac,12.79,25.06,31,53
1641,Aspirin 75mg,Vitamins,253.63,521.42,98,75
1642,Povidone Iodine,Cardiac,193.3,356.85,30,34
1643,Ketorolac 10mg,Vitamins,72.08,165.31,42,40
1644,Ibuprofen 400mg,Vitamins,253.34,510.51,40,94
1645,Povidone Iodine,Analgesics,182.71,313.35,53,136
1646,Bisoprolol 5mg,Diabetes,208.68,333.81,30,145
1647,Ciprofloxacin 500mg,Analgesics,43.79,76.07,79,109
1648,Losartan 50mg,Diabetes,14.92,27.66,67,61
1649,Betadine Ointment,Diabetes,83.64,129.92,76,147
1650,Rosuvastatin 5mg,Diabetes,215.44,311.3,40,118
1651,Silver Sulfadiazine,Analgesics,192.44,345.88,85,90
1652,Levofloxacin 500mg,Antibiotics,145.61,331.84,82,90
1653,Vitamin K2,Analgesics,22.44,42.97,20,22
1654,Amlodipine 5mg,Antibiotics,15.11,35.47,40,68
1655,Paracetamol 650mg,Analgesics,39.73,86.01,39,108
1656,Ciprofloxacin 500mg,Cardiac,72.27,161.74,13,125
1657,Ibuprofen 400mg,Vitamins,179.69,383.45,77,148
1658,Rosuvastatin 5mg,Antibiotics,86.5,271.76,48,116
1659,Aspirin 75mg,Antibiotics,10.67,26.87,21,121
1660,Amoxicillin 500mg,Antibiotics,71.82,195.57,77,114
1661,Metformin 500mg,Vitamins,89.37,211.4,31,88
1662,Amlodipine 5mg,Vitamins,159.37,327.56,84,101
1663,Zinc 20mg,Cardiac,68.94,129.77,28,38
1664,Clopidogrel 75mg,Antibiotics,71.75,171.17,40,27
1665,Paracetamol 650mg,Antiseptics,242.7,316.84,75,128
1666,Bisoprolol 5mg,Cardiac,76.22,157.72,25,112
1667,Biotin 10mg,Analgesics,179.38,315.81,55,34
1668,Diclofenac 50mg,Cardiac,142.21,253.51,100,45
1669,Povidone Iodine,Analgesics,131.07,238.59,76,79
1670,Aspirin 75mg,Diabetes,186.54,341.88,11,38
1671,Betadine Ointment,Antibiotics,9.92,24.13,91,94
1672,Metronidazole 400mg,Cardiac,37.22,71.59,91,98
1673,Naproxen 500mg,Cardiac,18.78,37.71,13,47
1674,Doxycycline 100mg,Diabetes,127.97,178.02,75,22
1675,Vildagliptin 50mg,Diabetes,21.25,34.0,81,93
1676,Cefixime 200mg,Antibiotics,129.04,328.91,87,73
1677,Multivitamin,Analgesics,100.73,167.31,52,54
1678,Savlon Solution,Antibiotics,180.61,310.23,39,39
1679,Chlorhexidine,Analgesics,278.14,398.39,93,44
1680,Multivitamin,Diabetes,98.79,168.45,69,119
1681,Celecoxib 100mg,Antibiotics,64.91,165.61,64,47
1682,Ciprofloxacin 500mg,Antiseptics,338.17,448.22,36,145
1683,Chlorhexidine,Vitamins,161.86,317.64,16,25
1684,Amlodipine 5mg,Diabetes,212.13,313.31,55,83
1685,Silver Sulfadiazine,Analgesics,241.93,399.91,91,53
1686,Bisoprolol 5mg,Cardiac,27.12,55.02,16,82
1687,Metronidazole 400mg,Cardiac,22.08,47.71,69,103
1688,Ciprofloxacin 500mg,Antibiotics,46.27,126.3,65,78
1689,Ciprofloxacin 500mg,Vitamins,111.01,262.69,96,63
1690,Metronidazole 400mg,Diabetes,204.88,349.25,77,35
1691,Biotin 10mg,Analgesics,188.24,302.13,46,29
1692,Povidone Iodine,Vitamins,107.22,210.8,15,135
1693,Vitamin C 500mg,Antibiotics,109.91,270.84,25,108
1694,Naproxen 500mg,Analgesics,166.41,281.64,64,71
1695,Chlorhexidine,Antibiotics,172.56,415.23,96,143
1696,Paracetamol 650mg,Analgesics,199.7,332.51,26,129
1697,Atorvastatin 10mg,Analgesics,138.24,247.07,91,66
1698,Vitamin K2,Analgesics,94.69,194.37,100,100
1699,Tramadol 50mg,Antiseptics,48.23,64.64,36,113
1700,Aspirin 75mg,Vitamins,119.49,263.47,12,73
1701,Ketorolac 10mg,Antiseptics,374.64,498.49,23,33
1702,Pioglitazone 15mg,Antibiotics,169.07,388.2,31,88
1703,Hydrogen Peroxide,Antibiotics,21.52,60.93,51,31
1704,Metoprolol 25mg,Vitamins,197.08,383.53,93,131
1705,Losartan 50mg,Antibiotics,15.33,33.81,81,101
1706,Tramadol 50mg,Analgesics,238.2,388.48,19,59
1707,Multivitamin,Vitamins,13.75,31.84,64,112
1708,Sitagliptin 50mg,Analgesics,187.18,294.41,15,133
1709,Levofloxacin 500mg,Vitamins,178.65,365.11,34,36
1710,Ibuprofen 400mg,Vitamins,185.34,395.91,13,143
1711,Ramipril 5mg,Analgesics,187.48,339.67,40,107
1712,Diclofenac 50mg,Analgesics,157.01,242.8,87,100
1713,Clindamycin 300mg,Diabetes,204.88,288.42,46,56
1714,Vitamin K2,Antibiotics,117.01,342.33,64,84
1715,Hydrogen Peroxide,Analgesics,76.21,131.6,36,73
1716,Vitamin K2,Antiseptics,337.12,411.44,27,57
1717,Silver Sulfadiazine,Analgesics,114.7,198.17,26,110
1718,Naproxen 500mg,Diabetes,29.02,41.34,27,93
1719,Tramadol 50mg,Antiseptics,210.73,269.42,16,20
1720,Vitamin E 400mg,Analgesics,82.68,159.72,24,56
1721,Silver Sulfadiazine,Analgesics,202.08,344.4,51,67
1722,Biotin 10mg,Analgesics,93.28,149.69,42,66
1723,Tramadol 50mg,Antibiotics,158.31,377.54,56,141
1724,Tramadol 50mg,Analgesics,76.13,144.85,28,117
1725,Pioglitazone 15mg,Diabetes,114.95,186.1,31,102
