StockID,Store_ID,ProductID,BatchNumber,ExpiryDate,QuantityOnHand,SupplierID,DaysToExpiry,ExpiryStatus
1007,HYD003,157,BATCH_1007,07/26/2026,163,145,82,Valid
1008,HYD001,128,BATCH_1008,03/12/2027,84,191,311,Valid
1009,HYD001,61,BATCH_1009,04/10/2028,81,43,706,Valid
1010,HYD001,182,BATCH_1010,04/19/2027,114,3,349,Valid
1011,HYD003,54,BATCH_1011,07/31/2027,177,18,452,Valid
1012,HYD003,66,BATCH_1012,04/06/2028,184,1,702,Valid
1013,HYD001,99,BATCH_1013,02/10/2026,187,108,-84,Expired
1014,HYD002,106,BATCH_1014,11/13/2026,96,90,192,Valid
1015,HYD005,97,BATCH_1015,02/24/2026,122,148,-70,Expired
1016,HYD002,42,BATCH_1016,03/24/2026,18,9,-42,Expired
1017,HYD003,6,BATCH_1017,07/06/2027,66,27,427,Valid
1018,HYD001,88,BATCH_1018,05/11/2027,96,42,371,Valid
1019,HYD001,141,BATCH_1019,02/24/2026,86,153,-70,Expired
1020,HYD005,124,BATCH_1020,03/07/2028,110,168,672,Valid
1021,HYD002,156,BATCH_1021,05/25/2026,40,14,20,Expiring Soon
1022,HYD001,85,BATCH_1022,11/03/2027,48,105,547,Valid
1023,HYD005,185,BATCH_1023,03/31/2027,169,73,330,Valid
1024,HYD003,61,BATCH_1024,06/22/2027,12,101,413,Valid
1025,HYD005,141,BATCH_1025,09/06/2027,39,14,489,Valid
1026,HYD003,1,BATCH_1026,02/09/2027,22,76,280,Valid
1027,HYD005,123,BATCH_1027,08/31/2027,24,7,483,Valid
1028,HYD002,44,BATCH_1028,10/26/2027,20,122,539,Valid
1029,HYD001,79,BATCH_1029,03/09/2027,120,126,308,Valid
1030,HYD003,24,BATCH_1030,11/03/2027,47,95,547,Valid
1031,HYD004,95,BATCH_1031,10/27/2027,114,12,540,Valid
1032,HYD003,113,BATCH_1032,02/27/2028,67,58,663,Valid
1033,HYD003,145,BATCH_1033,08/13/2027,38,193,465,Valid
1034,HYD001,22,BATCH_1034,07/16/2027,138,106,437,Valid
1035,HYD005,59,BATCH_1035,09/28/2027,99,134,511,Valid
1036,HYD004,138,BATCH_1036,06/05/2026,146,61,31,Valid
1037,HYD004,77,BATCH_1037,12/09/2026,101,183,218,Valid
1038,HYD001,129,BATCH_1038,04/09/2026,146,174,-26,Expired
1039,HYD005,38,BATCH_1039,12/08/2027,193,115,582,Valid
1040,HYD002,43,BATCH_1040,07/26/2026,49,33,82,Valid
1041,HYD001,109,BATCH_1041,05/15/2026,174,112,10,Expiring Soon
1042,HYD002,161,BATCH_1042,02/12/2027,152,67,283,Valid
1043,HYD003,187,BATCH_1043,05/06/2026,22,100,1,Expiring Soon
1044,HYD005,102,BATCH_1044,02/15/2028,70,134,651,Valid
1045,HYD004,4,BATCH_1045,02/10/2027,200,108,281,Valid
1046,HYD001,107,BATCH_1046,03/30/2027,37,146,329,Valid
1047,HYD005,150,BATCH_1047,11/11/2026,27,145,190,Valid
1048,HYD001,74,BATCH_1048,05/27/2026,105,68,22,Expiring Soon
1049,HYD004,168,BATCH_1049,04/06/2027,146,156,336,Valid
1050,HYD004,10,BATCH_1050,03/26/2028,70,104,691,Valid
1051,HYD002,159,BATCH_1051,04/24/2028,9,102,720,Valid
1052,HYD003,177,BATCH_1052,05/22/2027,12,191,382,Valid
1053,HYD004,69,BATCH_1053,10/15/2026,5,87,163,Valid
1054,HYD003,80,BATCH_1054,06/15/2027,125,179,406,Valid
1055,HYD001,59,BATCH_1055,01/22/2028,76,191,627,Valid
1056,HYD004,199,BATCH_1056,03/15/2027,68,187,314,Valid
1057,HYD004,155,BATCH_1057,06/08/2027,48,114,399,Valid
1058,HYD002,105,BATCH_1058,01/25/2028,194,133,630,Valid
1059,HYD003,15,BATCH_1059,05/17/2026,40,17,12,Expiring Soon
1060,HYD003,182,BATCH_1060,12/15/2026,103,35,224,Valid
1061,HYD005,146,BATCH_1061,08/05/2026,44,50,92,Valid
1062,HYD002,15,BATCH_1062,05/04/2028,8,117,730,Valid
1063,HYD001,93,BATCH_1063,07/08/2027,70,95,429,Valid
1064,HYD004,130,BATCH_1064,04/12/2026,162,32,-23,Expired
1065,HYD001,62,BATCH_1065,06/18/2026,125,153,44,Valid
1066,HYD004,46,BATCH_1066,05/20/2026,150,142,15,Expiring Soon
1067,HYD003,89,BATCH_1067,01/05/2027,66,192,245,Valid
1068,HYD001,73,BATCH_1068,09/25/2027,98,13,508,Valid
1069,HYD002,147,BATCH_1069,05/31/2027,56,166,391,Valid
1070,HYD002,174,BATCH_1070,07/06/2027,68,167,427,Valid
1071,HYD004,132,BATCH_1071,02/21/2026,199,197,-73,Expired
1072,HYD001,122,BATCH_1072,12/06/2027,165,45,580,Valid
1073,HYD005,3,BATCH_1073,12/04/2026,64,156,213,Valid
1074,HYD003,183,BATCH_1074,03/16/2027,108,97,315,Valid
1075,HYD003,118,BATCH_1075,02/18/2028,55,120,654,Valid
1076,HYD003,174,BATCH_1076,08/25/2026,159,102,112,Valid
1077,HYD005,27,BATCH_1077,07/25/2027,130,170,446,Valid
1078,HYD003,144,BATCH_1078,10/19/2026,76,176,167,Valid
1079,HYD001,124,BATCH_1079,07/23/2026,86,71,79,Valid
1080,HYD003,71,BATCH_1080,10/22/2026,167,183,170,Valid
1081,HYD003,49,BATCH_1081,03/01/2026,132,196,-65,Expired
1082,HYD002,15,BATCH_1082,01/20/2027,169,82,260,Valid
1083,HYD002,185,BATCH_1083,04/26/2028,167,128,722,Valid
1084,HYD003,67,BATCH_1084,10/09/2026,103,100,157,Valid
1085,HYD001,150,BATCH_1085,02/25/2027,87,186,296,Valid
1086,HYD002,176,BATCH_1086,11/29/2026,163,122,208,Valid
1087,HYD003,130,BATCH_1087,01/06/2028,43,169,611,Valid
1088,HYD005,47,BATCH_1088,02/13/2028,24,121,649,Valid
1089,HYD002,190,BATCH_1089,05/12/2027,185,144,372,Valid
1090,HYD002,175,BATCH_1090,10/30/2026,167,23,178,Valid
1091,HYD002,91,BATCH_1091,03/05/2027,190,79,304,Valid
1092,HYD004,85,BATCH_1092,09/18/2027,66,150,501,Valid
1093,HYD003,119,BATCH_1093,12/20/2027,120,14,594,Valid
1094,HYD005,149,BATCH_1094,10/09/2026,120,50,157,Valid
1095,HYD005,31,BATCH_1095,04/23/2028,135,77,719,Valid
1096,HYD004,14,BATCH_1096,04/01/2027,35,52,331,Valid
1097,HYD003,105,BATCH_1097,08/22/2026,36,81,109,Valid
1098,HYD002,200,BATCH_1098,07/22/2026,124,86,78,Valid
1099,HYD002,81,BATCH_1099,05/17/2027,1,116,377,Valid
1100,HYD003,54,BATCH_1100,10/11/2026,147,196,159,Valid
1101,HYD002,126,BATCH_1101,04/14/2028,33,158,710,Valid
1102,HYD004,163,BATCH_1102,12/27/2026,103,110,236,Valid
1103,HYD004,99,BATCH_1103,09/15/2027,9,137,498,Valid
1104,HYD002,188,BATCH_1104,09/29/2026,3,83,147,Valid
1105,HYD005,49,BATCH_1105,06/10/2026,173,2,36,Valid
1106,HYD002,58,BATCH_1106,06/25/2026,79,34,51,Valid
1107,HYD001,99,BATCH_1107,06/16/2026,150,79,42,Valid
1108,HYD002,17,BATCH_1108,05/09/2026,76,75,4,Expiring Soon
1109,HYD004,187,BATCH_1109,09/01/2026,152,135,119,Valid
1110,HYD003,112,BATCH_1110,05/01/2028,87,126,727,Valid
1111,HYD003,193,BATCH_1111,08/24/2027,42,104,476,Valid
1112,HYD001,59,BATCH_1112,02/11/2028,186,34,647,Valid
1113,HYD002,188,BATCH_1113,07/11/2027,150,130,432,Valid
1114,HYD002,32,BATCH_1114,02/11/2026,182,167,-83,Expired
1115,HYD001,97,BATCH_1115,09/02/2026,197,137,120,Valid
1116,HYD005,13,BATCH_1116,08/03/2026,169,28,90,Valid
1117,HYD001,13,BATCH_1117,03/25/2026,106,114,-41,Expired
1118,HYD004,32,BATCH_1118,04/15/2026,121,180,-20,Expired
1119,HYD002,53,BATCH_1119,08/26/2027,77,108,478,Valid
1120,HYD001,170,BATCH_1120,07/08/2026,69,160,64,Valid
1121,HYD005,180,BATCH_1121,07/18/2027,107,27,439,Valid
1122,HYD005,185,BATCH_1122,03/12/2027,72,30,311,Valid
1123,HYD001,128,BATCH_1123,06/06/2026,155,52,32,Valid
1124,HYD003,134,BATCH_1124,04/07/2026,91,181,-28,Expired
1125,HYD004,76,BATCH_1125,09/04/2026,10,141,122,Valid
1126,HYD004,54,BATCH_1126,10/16/2027,84,61,529,Valid
1127,HYD001,4,BATCH_1127,05/25/2026,28,147,20,Expiring Soon
1128,HYD004,39,BATCH_1128,08/12/2027,199,131,464,Valid
1129,HYD001,186,BATCH_1129,08/09/2027,65,165,461,Valid
1130,HYD002,117,BATCH_1130,11/23/2027,67,119,567,Valid
1131,HYD001,26,BATCH_1131,08/19/2026,10,75,106,Valid
1132,HYD003,174,BATCH_1132,08/07/2026,109,190,94,Valid
1133,HYD001,25,BATCH_1133,03/24/2028,2,36,689,Valid
1134,HYD002,85,BATCH_1134,07/16/2026,112,160,72,Valid
1135,HYD003,188,BATCH_1135,04/26/2026,95,88,-9,Expired
1136,HYD002,30,BATCH_1136,08/10/2026,102,117,97,Valid
1137,HYD003,99,BATCH_1137,06/05/2026,107,167,31,Valid
1138,HYD002,29,BATCH_1138,01/10/2027,178,186,250,Valid
1139,HYD001,41,BATCH_1139,09/24/2026,106,152,142,Valid
1140,HYD004,146,BATCH_1140,04/18/2027,46,157,348,Valid
1141,HYD004,200,BATCH_1141,08/07/2026,156,8,94,Valid
1142,HYD002,124,BATCH_1142,08/08/2027,28,106,460,Valid
1143,HYD004,12,BATCH_1143,04/01/2027,66,168,331,Valid
1144,HYD003,4,BATCH_1144,11/29/2026,196,191,208,Valid
1145,HYD005,186,BATCH_1145,01/03/2028,171,87,608,Valid
1146,HYD005,134,BATCH_1146,04/11/2028,110,170,707,Valid
1147,HYD002,124,BATCH_1147,09/17/2027,169,174,500,Valid
1148,HYD004,39,BATCH_1148,11/26/2027,2,165,570,Valid
1149,HYD002,130,BATCH_1149,12/16/2026,126,43,225,Valid
1150,HYD001,193,BATCH_1150,05/01/2027,82,62,361,Valid
1151,HYD003,72,BATCH_1151,03/03/2026,129,58,-63,Expired
1152,HYD005,165,BATCH_1152,10/16/2026,103,61,164,Valid
1153,HYD001,118,BATCH_1153,08/21/2026,146,115,108,Valid
1154,HYD001,128,BATCH_1154,07/17/2027,80,31,438,Valid
1155,HYD004,191,BATCH_1155,06/08/2026,26,104,34,Valid
1156,HYD004,10,BATCH_1156,12/13/2027,23,155,587,Valid
1157,HYD005,164,BATCH_1157,08/20/2026,130,144,107,Valid
1158,HYD002,168,BATCH_1158,09/29/2026,87,94,147,Valid
1159,HYD001,58,BATCH_1159,05/12/2026,84,144,7,Expiring Soon
1160,HYD005,154,BATCH_1160,08/29/2026,183,169,116,Valid
1161,HYD003,184,BATCH_1161,05/20/2026,29,25,15,Expiring Soon
1162,HYD002,1,BATCH_1162,08/20/2026,90,163,107,Valid
1163,HYD003,141,BATCH_1163,04/02/2028,95,180,698,Valid
1164,HYD001,12,BATCH_1164,09/12/2027,126,36,495,Valid
1165,HYD004,28,BATCH_1165,10/07/2026,156,51,155,Valid
1166,HYD002,31,BATCH_1166,02/14/2027,55,118,285,Valid
1167,HYD002,184,BATCH_1167,04/09/2026,27,194,-26,Expired
1168,HYD004,12,BATCH_1168,07/28/2026,197,116,84,Valid
1169,HYD004,169,BATCH_1169,04/30/2027,34,128,360,Valid
1170,HYD001,136,BATCH_1170,06/07/2026,141,111,33,Valid
1171,HYD005,124,BATCH_1171,06/12/2027,199,46,403,Valid
1172,HYD005,45,BATCH_1172,12/25/2027,26,100,599,Valid
1173,HYD005,156,BATCH_1173,05/13/2027,129,99,373,Valid
1174,HYD004,156,BATCH_1174,03/29/2027,70,102,328,Valid
1175,HYD003,76,BATCH_1175,01/14/2027,34,36,254,Valid
1176,HYD004,155,BATCH_1176,05/03/2028,76,180,729,Valid
1177,HYD005,81,BATCH_1177,05/24/2026,51,54,19,Expiring Soon
1178,HYD005,183,BATCH_1178,03/24/2026,175,89,-42,Expired
1179,HYD002,182,BATCH_1179,11/28/2026,128,139,207,Valid
1180,HYD003,182,BATCH_1180,08/08/2026,194,91,95,Valid
1181,HYD005,123,BATCH_1181,03/05/2026,172,192,-61,Expired
1182,HYD005,74,BATCH_1182,05/14/2026,3,134,9,Expiring Soon
1183,HYD001,7,BATCH_1183,09/08/2026,37,14,126,Valid
1184,HYD001,52,BATCH_1184,08/02/2026,192,42,89,Valid
1185,HYD003,175,BATCH_1185,05/25/2027,37,16,385,Valid
1186,HYD003,53,BATCH_1186,10/08/2026,91,116,156,Valid
1187,HYD001,158,BATCH_1187,03/03/2027,190,166,302,Valid
1188,HYD005,100,BATCH_1188,04/23/2028,130,179,719,Valid
1189,HYD003,178,BATCH_1189,11/16/2027,97,100,560,Valid
1190,HYD004,176,BATCH_1190,10/29/2026,141,14,177,Valid
1191,HYD001,191,BATCH_1191,04/08/2027,51,159,338,Valid
1192,HYD004,58,BATCH_1192,06/03/2026,193,151,29,Expiring Soon
1193,HYD005,190,BATCH_1193,11/24/2026,198,186,203,Valid
1194,HYD002,76,BATCH_1194,03/18/2028,45,175,683,Valid
1195,HYD001,48,BATCH_1195,04/27/2027,188,132,357,Valid
1196,HYD001,97,BATCH_1196,02/03/2027,109,72,274,Valid
1197,HYD005,68,BATCH_1197,04/05/2027,41,150,335,Valid
1198,HYD003,2,BATCH_1198,02/18/2026,119,182,-76,Expired
1199,HYD002,11,BATCH_1199,07/02/2027,82,153,423,Valid
1200,HYD001,199,BATCH_1200,10/01/2027,125,147,514,Valid
1201,HYD005,92,BATCH_1201,05/12/2026,200,182,7,Expiring Soon
1202,HYD003,135,BATCH_1202,03/19/2028,47,134,684,Valid
1203,HYD001,130,BATCH_1203,02/12/2027,106,140,283,Valid
1204,HYD005,104,BATCH_1204,09/17/2026,89,57,135,Valid
1205,HYD002,170,BATCH_1205,05/31/2026,84,93,26,Expiring Soon
1206,HYD003,56,BATCH_1206,03/07/2026,121,144,-59,Expired
1207,HYD001,30,BATCH_1207,02/23/2027,114,62,294,Valid
1208,HYD005,160,BATCH_1208,05/02/2028,10,175,728,Valid
1209,HYD003,98,BATCH_1209,12/01/2026,98,66,210,Valid
1210,HYD005,186,BATCH_1210,02/10/2026,6,133,-84,Expired
1211,HYD003,132,BATCH_1211,08/26/2027,114,125,478,Valid
1212,HYD001,76,BATCH_1212,01/23/2028,82,132,628,Valid
1213,HYD001,25,BATCH_1213,04/26/2027,197,138,356,Valid
1214,HYD005,2,BATCH_1214,08/10/2026,53,172,97,Valid
1215,HYD002,176,BATCH_1215,10/08/2027,26,53,521,Valid
1216,HYD005,180,BATCH_1216,02/24/2026,165,19,-70,Expired
1217,HYD002,7,BATCH_1217,10/11/2026,183,85,159,Valid
1218,HYD001,23,BATCH_1218,08/04/2026,13,46,91,Valid
1219,HYD003,143,BATCH_1219,11/02/2026,147,59,181,Valid
1220,HYD003,105,BATCH_1220,03/08/2027,115,162,307,Valid
1221,HYD004,111,BATCH_1221,12/13/2027,4,100,587,Valid
1222,HYD001,137,BATCH_1222,06/21/2026,164,185,47,Valid
1223,HYD005,17,BATCH_1223,04/28/2026,179,19,-7,Expired
1224,HYD003,129,BATCH_1224,05/27/2026,74,176,22,Expiring Soon
1225,HYD003,156,BATCH_1225,05/13/2027,72,196,373,Valid
1226,HYD004,98,BATCH_1226,06/02/2027,169,8,393,Valid
1227,HYD004,41,BATCH_1227,09/22/2026,56,35,140,Valid
1228,HYD004,140,BATCH_1228,09/25/2026,162,37,143,Valid
1229,HYD003,174,BATCH_1229,02/24/2028,2,142,660,Valid
1230,HYD005,37,BATCH_1230,12/25/2026,10,2,234,Valid
1231,HYD005,153,BATCH_1231,02/20/2027,137,141,291,Valid
1232,HYD001,79,BATCH_1232,01/20/2027,191,190,260,Valid
1233,HYD003,55,BATCH_1233,12/31/2027,165,132,605,Valid
1234,HYD002,42,BATCH_1234,09/16/2027,56,158,499,Valid
1235,HYD003,50,BATCH_1235,01/04/2028,46,172,609,Valid
1236,HYD005,14,BATCH_1236,05/08/2026,165,141,3,Expiring Soon
1237,HYD001,75,BATCH_1237,03/24/2028,64,26,689,Valid
1238,HYD002,186,BATCH_1238,04/24/2027,84,92,354,Valid
1239,HYD002,172,BATCH_1239,10/10/2027,25,73,523,Valid
1240,HYD005,18,BATCH_1240,09/04/2027,81,125,487,Valid
1241,HYD004,85,BATCH_1241,03/19/2026,177,150,-47,Expired
1242,HYD002,145,BATCH_1242,05/10/2026,80,110,5,Expiring Soon
1243,HYD002,2,BATCH_1243,12/24/2027,63,57,598,Valid
1244,HYD004,71,BATCH_1244,03/06/2027,34,174,305,Valid
1245,HYD003,123,BATCH_1245,03/27/2028,114,92,692,Valid
1246,HYD003,125,BATCH_1246,03/25/2027,44,166,324,Valid
1247,HYD005,21,BATCH_1247,03/19/2026,35,138,-47,Expired
1248,HYD002,68,BATCH_1248,12/10/2027,186,20,584,Valid
1249,HYD001,130,BATCH_1249,05/09/2026,148,149,4,Expiring Soon
1250,HYD004,197,BATCH_1250,03/16/2027,9,142,315,Valid
1251,HYD003,140,BATCH_1251,05/02/2026,167,199,-3,Expired
1252,HYD002,94,BATCH_1252,04/11/2027,57,198,341,Valid
1253,HYD005,188,BATCH_1253,04/15/2028,34,119,711,Valid
1254,HYD005,131,BATCH_1254,10/18/2027,101,94,531,Valid
1255,HYD005,3,BATCH_1255,05/13/2026,157,176,8,Expiring Soon
1256,HYD002,194,BATCH_1256,10/03/2027,35,115,516,Valid
1257,HYD002,46,BATCH_1257,02/08/2027,188,188,279,Valid
1258,HYD004,92,BATCH_1258,12/03/2026,56,195,212,Valid
1259,HYD004,60,BATCH_1259,10/28/2026,67,95,176,Valid
1260,HYD002,11,BATCH_1260,01/19/2027,132,93,259,Valid
1261,HYD004,121,BATCH_1261,06/08/2027,11,11,399,Valid
1262,HYD003,27,BATCH_1262,02/25/2027,162,71,296,Valid
1263,HYD003,149,BATCH_1263,03/07/2027,96,168,306,Valid
1264,HYD004,94,BATCH_1264,05/15/2027,132,65,375,Valid
1265,HYD004,58,BATCH_1265,09/19/2026,103,91,137,Valid
1266,HYD003,125,BATCH_1266,03/23/2027,154,2,322,Valid
1267,HYD005,36,BATCH_1267,04/24/2028,42,59,720,Valid
1268,HYD001,132,BATCH_1268,11/10/2027,54,39,554,Valid
1269,HYD002,41,BATCH_1269,09/26/2026,154,184,144,Valid
1270,HYD001,170,BATCH_1270,02/10/2028,106,85,646,Valid
1271,HYD001,124,BATCH_1271,04/25/2026,122,54,-10,Expired
1272,HYD005,42,BATCH_1272,10/18/2027,5,63,531,Valid
1273,HYD001,33,BATCH_1273,01/22/2027,34,162,262,Valid
1274,HYD005,11,BATCH_1274,06/17/2026,14,43,43,Valid
1275,HYD003,47,BATCH_1275,02/17/2028,103,154,653,Valid
1276,HYD005,164,BATCH_1276,08/02/2027,184,187,454,Valid
1277,HYD003,22,BATCH_1277,02/13/2028,114,156,649,Valid
1278,HYD004,124,BATCH_1278,12/21/2026,56,106,230,Valid
1279,HYD005,37,BATCH_1279,01/02/2027,159,169,242,Valid
1280,HYD005,68,BATCH_1280,12/26/2026,185,176,235,Valid
1281,HYD003,117,BATCH_1281,11/10/2027,58,97,554,Valid
1282,HYD004,34,BATCH_1282,08/16/2027,4,52,468,Valid
1283,HYD005,130,BATCH_1283,05/14/2027,38,156,374,Valid
1284,HYD001,46,BATCH_1284,09/14/2026,157,154,132,Valid
1285,HYD001,137,BATCH_1285,11/01/2026,192,31,180,Valid
1286,HYD001,124,BATCH_1286,12/15/2027,154,139,589,Valid
1287,HYD001,199,BATCH_1287,06/01/2027,133,108,392,Valid
1288,HYD003,12,BATCH_1288,06/07/2027,109,59,398,Valid
1289,HYD004,197,BATCH_1289,04/13/2027,89,151,343,Valid
1290,HYD005,26,BATCH_1290,03/13/2028,34,66,678,Valid
1291,HYD004,197,BATCH_1291,06/03/2027,21,73,394,Valid
1292,HYD005,140,BATCH_1292,02/18/2026,65,49,-76,Expired
1293,HYD001,182,BATCH_1293,03/20/2028,147,134,685,Valid
1294,HYD001,134,BATCH_1294,11/15/2027,96,168,559,Valid
1295,HYD002,177,BATCH_1295,02/04/2027,104,93,275,Valid
1296,HYD001,40,BATCH_1296,05/28/2026,166,150,23,Expiring Soon
1297,HYD003,67,BATCH_1297,05/31/2027,144,94,391,Valid
1298,HYD005,71,BATCH_1298,06/22/2026,193,53,48,Valid
1299,HYD004,142,BATCH_1299,07/12/2026,45,95,68,Valid
1300,HYD005,143,BATCH_1300,03/16/2026,64,79,-50,Expired
1301,HYD005,89,BATCH_1301,09/02/2027,188,36,485,Valid
1302,HYD001,192,BATCH_1302,04/08/2026,114,180,-27,Expired
1303,HYD002,26,BATCH_1303,05/15/2027,130,103,375,Valid
1304,HYD003,141,BATCH_1304,08/22/2026,41,100,109,Valid
1305,HYD001,24,BATCH_1305,05/06/2026,120,154,1,Expiring Soon
1306,HYD004,23,BATCH_1306,01/14/2027,67,57,254,Valid
1307,HYD003,21,BATCH_1307,12/20/2026,185,99,229,Valid
1308,HYD004,158,BATCH_1308,10/07/2026,73,183,155,Valid
1309,HYD005,15,BATCH_1309,05/29/2026,163,127,24,Expiring Soon
1310,HYD004,3,BATCH_1310,08/27/2026,168,133,114,Valid
1311,HYD003,50,BATCH_1311,10/31/2026,200,154,179,Valid
1312,HYD005,133,BATCH_1312,08/04/2026,157,44,91,Valid
1313,HYD001,93,BATCH_1313,08/14/2027,167,1,466,Valid
1314,HYD002,23,BATCH_1314,11/15/2026,199,103,194,Valid
1315,HYD003,172,BATCH_1315,12/17/2026,103,151,226,Valid
1316,HYD002,133,BATCH_1316,03/12/2027,188,181,311,Valid
1317,HYD001,24,BATCH_1317,07/18/2027,185,144,439,Valid
1318,HYD005,90,BATCH_1318,01/02/2027,70,58,242,Valid
1319,HYD005,50,BATCH_1319,02/26/2028,103,148,662,Valid
1320,HYD001,67,BATCH_1320,03/11/2026,104,130,-55,Expired
1321,HYD001,144,BATCH_1321,06/02/2027,128,76,393,Valid
1322,HYD003,30,BATCH_1322,07/29/2026,65,138,85,Valid
1323,HYD005,65,BATCH_1323,10/18/2026,96,145,166,Valid
1324,HYD004,198,BATCH_1324,04/23/2028,193,87,719,Valid
1325,HYD004,175,BATCH_1325,06/30/2027,150,8,421,Valid
1326,HYD004,30,BATCH_1326,02/08/2026,17,98,-86,Expired
1327,HYD002,174,BATCH_1327,03/29/2028,80,106,694,Valid
1328,HYD003,133,BATCH_1328,03/10/2026,179,68,-56,Expired
1329,HYD002,74,BATCH_1329,10/07/2027,102,173,520,Valid
1330,HYD003,20,BATCH_1330,12/05/2027,121,81,579,Valid
1331,HYD003,56,BATCH_1331,07/22/2026,46,192,78,Valid
1332,HYD002,128,BATCH_1332,01/26/2028,60,189,631,Valid
1333,HYD002,68,BATCH_1333,08/21/2027,58,52,473,Valid
1334,HYD002,159,BATCH_1334,09/28/2027,39,200,511,Valid
1335,HYD001,31,BATCH_1335,12/12/2026,173,170,221,Valid
1336,HYD004,158,BATCH_1336,11/19/2026,195,139,198,Valid
1337,HYD001,124,BATCH_1337,10/11/2026,158,81,159,Valid
1338,HYD004,148,BATCH_1338,10/10/2027,125,47,523,Valid
1339,HYD005,72,BATCH_1339,04/13/2027,56,193,343,Valid
1340,HYD005,33,BATCH_1340,03/29/2026,134,109,-37,Expired
1341,HYD004,139,BATCH_1341,02/10/2026,128,89,-84,Expired
1342,HYD004,176,BATCH_1342,05/04/2026,117,31,-1,Expired
1343,HYD005,118,BATCH_1343,11/22/2027,176,3,566,Valid
1344,HYD001,173,BATCH_1344,12/06/2026,97,149,215,Valid
1345,HYD001,84,BATCH_1345,05/23/2027,156,67,383,Valid
1346,HYD002,141,BATCH_1346,07/25/2026,60,69,81,Valid
1347,HYD004,157,BATCH_1347,07/20/2026,93,48,76,Valid
1348,HYD004,109,BATCH_1348,11/17/2026,107,180,196,Valid
1349,HYD003,94,BATCH_1349,05/11/2026,71,116,6,Expiring Soon
1350,HYD002,147,BATCH_1350,08/10/2027,147,176,462,Valid
1351,HYD002,26,BATCH_1351,06/17/2027,60,143,408,Valid
1352,HYD004,98,BATCH_1352,05/12/2027,37,190,372,Valid
1353,HYD002,122,BATCH_1353,12/08/2027,45,108,582,Valid
1354,HYD004,35,BATCH_1354,10/11/2026,136,185,159,Valid
1355,HYD003,125,BATCH_1355,07/05/2026,64,144,61,Valid
1356,HYD005,13,BATCH_1356,03/18/2027,25,177,317,Valid
1357,HYD002,16,BATCH_1357,11/03/2027,65,122,547,Valid
1358,HYD001,116,BATCH_1358,03/30/2028,66,93,695,Valid
1359,HYD003,144,BATCH_1359,06/01/2026,88,6,27,Expiring Soon
1360,HYD004,32,BATCH_1360,07/07/2027,173,156,428,Valid
1361,HYD002,148,BATCH_1361,10/15/2026,199,73,163,Valid
1362,HYD003,84,BATCH_1362,09/13/2026,124,199,131,Valid
1363,HYD004,21,BATCH_1363,04/02/2026,157,74,-33,Expired
1364,HYD004,162,BATCH_1364,07/31/2027,42,164,452,Valid
1365,HYD003,108,BATCH_1365,06/05/2027,18,21,396,Valid
1366,HYD002,88,BATCH_1366,03/20/2028,80,82,685,Valid
1367,HYD003,182,BATCH_1367,02/27/2026,154,166,-67,Expired
1368,HYD004,70,BATCH_1368,03/26/2026,199,93,-40,Expired
1369,HYD005,134,BATCH_1369,10/24/2027,105,43,537,Valid
1370,HYD002,6,BATCH_1370,11/14/2027,186,61,558,Valid
1371,HYD003,191,BATCH_1371,09/17/2026,53,43,135,Valid
1372,HYD004,27,BATCH_1372,11/27/2026,16,122,206,Valid
1373,HYD005,14,BATCH_1373,01/30/2027,197,102,270,Valid
1374,HYD005,196,BATCH_1374,04/24/2028,26,68,720,Valid
1375,HYD005,40,BATCH_1375,11/30/2026,167,100,209,Valid
1376,HYD003,59,BATCH_1376,02/14/2027,188,73,285,Valid
1377,HYD004,161,BATCH_1377,09/28/2026,33,135,146,Valid
1378,HYD002,8,BATCH_1378,02/15/2028,169,92,651,Valid
1379,HYD003,122,BATCH_1379,11/05/2027,138,70,549,Valid
1380,HYD005,114,BATCH_1380,05/22/2027,178,139,382,Valid
1381,HYD002,152,BATCH_1381,03/22/2027,161,192,321,Valid
1382,HYD005,112,BATCH_1382,03/06/2027,163,164,305,Valid
1383,HYD005,80,BATCH_1383,03/31/2028,123,139,696,Valid
1384,HYD002,23,BATCH_1384,02/11/2026,78,94,-83,Expired
1385,HYD004,67,BATCH_1385,06/23/2026,77,3,49,Valid
1386,HYD001,134,BATCH_1386,05/28/2027,88,74,388,Valid
1387,HYD004,137,BATCH_1387,01/20/2028,176,126,625,Valid
1388,HYD004,77,BATCH_1388,12/29/2026,196,111,238,Valid
1389,HYD003,153,BATCH_1389,11/08/2027,1,141,552,Valid
1390,HYD003,49,BATCH_1390,08/15/2027,143,112,467,Valid
1391,HYD004,64,BATCH_1391,05/14/2026,183,189,9,Expiring Soon
1392,HYD004,97,BATCH_1392,04/12/2027,67,21,342,Valid
1393,HYD004,161,BATCH_1393,04/19/2026,132,196,-16,Expired
1394,HYD005,178,BATCH_1394,07/10/2026,72,167,66,Valid
1395,HYD005,69,BATCH_1395,01/09/2028,48,18,614,Valid
1396,HYD002,35,BATCH_1396,11/07/2027,28,164,551,Valid
1397,HYD004,159,BATCH_1397,05/27/2026,69,180,22,Expiring Soon
1398,HYD005,126,BATCH_1398,09/05/2027,82,5,488,Valid
1399,HYD002,13,BATCH_1399,09/13/2027,5,48,496,Valid
