SupplierID,Supplier_Name,QualityRating,LeadTimeDays
5940,Sun Pharma Supply Chain,4.76,6
5941,Mankind Pharma Wholesale,3.38,12
5942,Sun Pharma Wholesale,4.99,4
5943,Lupin Wholesale,4.15,2
5944,Torrent Pharma Distribution,4.78,3
5945,IPCA Labs Medical Supplies,3.03,13
5946,MedPlus Supply Medical Supplies,3.22,4
5947,Alkem Labs Medical Supplies,2.5,17
5948,Zydus Pharma Dist,3.8,7
5949,IPCA Labs Medical Supplies,3.03,13
5950,Cadila Health Supply Chain,3.33,8
5951,Dr Reddy's Supply Chain,3.92,4
5952,Cadila Health Supply Chain,3.33,8
5953,Torrent Pharma Supply Chain,4.53,5
5954,Aurobindo Wholesale,4.17,7
5955,Cadila Health Distribution,3.21,8
5956,Alkem Labs Wholesale,2.57,18
5957,Lupin Distribution,3.95,9
5958,Sun Pharma Supply Chain,4.76,6
5959,Glenmark Medical Supplies,3.59,12
5960,Aurobindo Wholesale,4.17,7
5961,Torrent Pharma Medical Supplies,4.78,5
5962,Wockhardt Wholesale,2.81,19
5963,MedPlus Supply Pharma Dist,2.55,9
5964,Torrent Pharma Pharma Dist,4.96,5
5965,Mankind Pharma Medical Supplies,3.59,6
5966,Novartis India Distribution,4.49,5
5967,Cipla Medical Supplies,4.07,2
5968,Glenmark Medical Supplies,3.59,12
5969,Zydus Supply Chain,4.37,7
5970,MedPlus Supply Medical Supplies,3.22,4
5971,Novartis India Supply Chain,4.65,1
5972,Piramal Supply Chain,4.03,6
5973,Zydus Supply Chain,4.37,7
5974,Alkem Labs Supply Chain,2.32,17
5975,MedPlus Supply Supply Chain,3.19,11
5976,Piramal Medical Supplies,3.9,7
5977,Mankind Pharma Supply Chain,3.47,9
5978,Glenmark Supply Chain,3.32,15
5979,Wockhardt Wholesale,2.81,19
5980,Torrent Pharma Supply Chain,4.53,5
5981,Zydus Distribution,3.95,9
5982,Piramal Medical Supplies,3.9,7
5983,Apollo Pharma Wholesale,2.78,16
5984,Apollo Pharma Supply Chain,2.52,11
5985,Abbott India Medical Supplies,4.43,9
5986,Abbott India Wholesale,4.5,6
5987,Cadila Health Distribution,3.21,8
5988,Dr Reddy's Supply Chain,3.92,4
5989,MedPlus Supply Medical Supplies,3.22,4
5990,IPCA Labs Pharma Dist,2.96,14
5991,Piramal Distribution,4.26,6
5992,Abbott India Medical Supplies,4.43,9
5993,IPCA Labs Pharma Dist,2.96,14
5994,Cipla Medical Supplies,4.07,2
5995,Novartis India Distribution,4.49,5
5996,Novartis India Pharma Dist,4.64,4
5997,Alkem Labs Pharma Dist,2.4,15
5998,Lupin Medical Supplies,3.77,6
5999,MedPlus Supply Wholesale,3.22,7
6000,Glenmark Medical Supplies,3.59,12
6001,Cadila Health Distribution,3.21,8
6002,Biocon Medical Supplies,4.42,3
6003,Aurobindo Distribution,3.35,6
6004,MedPlus Supply Distribution,3.29,11
6005,Mankind Pharma Wholesale,3.38,12
6006,Torrent Pharma Supply Chain,4.53,5
6007,Sun Pharma Supply Chain,4.76,6
6008,Apollo Pharma Distribution,2.68,13
6009,Glenmark Supply Chain,3.32,15
6010,Piramal Pharma Dist,4.27,4
6011,Cadila Health Distribution,3.21,8
6012,Torrent Pharma Wholesale,4.49,3
6013,Dr Reddy's Medical Supplies,3.75,6
6014,Dr Reddy's Supply Chain,3.92,4
6015,Torrent Pharma Pharma Dist,4.96,5
6016,Wockhardt Wholesale,2.81,19
6017,Mankind Pharma Wholesale,3.38,12
6018,Mankind Pharma Distribution,3.68,10
6019,Cipla Medical Supplies,4.07,2
6020,Piramal Pharma Dist,4.27,4
6021,Lupin Pharma Dist,4.31,3
6022,Abbott India Pharma Dist,4.57,5
6023,Dr Reddy's Wholesale,3.61,7
6024,Apollo Pharma Wholesale,2.78,16
6025,Glenmark Pharma Dist,3.25,11
6026,Piramal Distribution,4.26,6
6027,Mankind Pharma Supply Chain,3.47,9
6028,Cadila Health Medical Supplies,3.8,5
6029,MedPlus Supply Distribution,3.29,11
6030,Zydus Medical Supplies,3.87,10
6031,MedPlus Supply Distribution,3.29,11
6032,Mankind Pharma Supply Chain,3.47,9
6033,Piramal Pharma Dist,4.27,4
6034,Piramal Medical Supplies,3.9,7
6035,Biocon Distribution,4.6,3
6036,Novartis India Medical Supplies,4.61,1
6037,Glenmark Distribution,2.82,10
6038,Abbott India Wholesale,4.5,6
6039,Novartis India Distribution,4.49,5
6040,Apollo Pharma Pharma Dist,3.0,16
6041,Zydus Medical Supplies,3.87,10
6042,MedPlus Supply Distribution,3.29,11
6043,Lupin Medical Supplies,3.77,6
6044,Lupin Pharma Dist,4.31,3
6045,MedPlus Supply Pharma Dist,2.55,9
6046,Cadila Health Supply Chain,3.33,8
6047,Mankind Pharma Pharma Dist,3.13,8
6048,Novartis India Distribution,4.49,5
6049,Lupin Distribution,3.95,9
6050,Glenmark Wholesale,3.29,8
6051,Cadila Health Wholesale,3.4,7
6052,Cadila Health Pharma Dist,3.37,11
6053,Mankind Pharma Distribution,3.68,10
6054,Piramal Pharma Dist,4.27,4
6055,Pfizer India Medical Supplies,4.59,1
6056,Piramal Pharma Dist,4.27,4
6057,Cadila Health Medical Supplies,3.8,5
6058,Dr Reddy's Supply Chain,3.92,4
6059,Lupin Distribution,3.95,9
6060,Wockhardt Distribution,2.36,17
6061,Abbott India Supply Chain,4.48,4
6062,Dr Reddy's Wholesale,3.61,7
6063,Biocon Distribution,4.6,3
6064,IPCA Labs Distribution,2.96,15
6065,Alkem Labs Distribution,2.52,19
6066,Apollo Pharma Supply Chain,2.52,11
6067,Dr Reddy's Medical Supplies,3.75,6
6068,Zydus Wholesale,4.23,9
6069,Lupin Supply Chain,4.1,3
6070,Zydus Distribution,3.95,9
6071,Aurobindo Wholesale,4.17,7
6072,Zydus Wholesale,4.23,9
6073,Novartis India Pharma Dist,4.64,4
6074,Sun Pharma Medical Supplies,4.48,4
6075,Torrent Pharma Supply Chain,4.53,5
6076,Abbott India Supply Chain,4.48,4
6077,Piramal Pharma Dist,4.27,4
6078,Piramal Wholesale,4.67,6
6079,Zydus Pharma Dist,3.8,7
6080,Novartis India Supply Chain,4.65,1
6081,Apollo Pharma Distribution,2.68,13
6082,Novartis India Wholesale,4.38,4
6083,Lupin Supply Chain,4.1,3
6084,Pfizer India Supply Chain,4.53,3
6085,Wockhardt Pharma Dist,2.84,16
6086,Aurobindo Wholesale,4.17,7
6087,Biocon Supply Chain,4.75,2
6088,Abbott India Supply Chain,4.48,4
6089,Apollo Pharma Supply Chain,2.52,11
6090,MedPlus Supply Medical Supplies,3.22,4
6091,Dr Reddy's Pharma Dist,3.76,7
6092,Wockhardt Wholesale,2.81,19
6093,Apollo Pharma Medical Supplies,2.89,12
6094,Sun Pharma Medical Supplies,4.48,4
6095,IPCA Labs Pharma Dist,2.96,14
6096,Torrent Pharma Wholesale,4.49,3
6097,Cadila Health Medical Supplies,3.8,5
6098,Mankind Pharma Medical Supplies,3.59,6
6099,Pfizer India Medical Supplies,4.59,1
6100,Mankind Pharma Supply Chain,3.47,9
6101,Cadila Health Distribution,3.21,8
6102,Zydus Medical Supplies,3.87,10
6103,Cadila Health Wholesale,3.4,7
6104,Pfizer India Distribution,4.96,1
6105,Abbott India Wholesale,4.5,6
6106,IPCA Labs Supply Chain,2.5,13
6107,Sun Pharma Distribution,4.72,2
6108,Wockhardt Wholesale,2.81,19
6109,Zydus Wholesale,4.23,9
6110,Abbott India Supply Chain,4.48,4
6111,Novartis India Distribution,4.49,5
6112,IPCA Labs Medical Supplies,3.03,13
6113,MedPlus Supply Wholesale,3.22,7
6114,Aurobindo Wholesale,4.17,7
6115,Abbott India Pharma Dist,4.57,5
6116,IPCA Labs Medical Supplies,3.03,13
6117,Torrent Pharma Wholesale,4.49,3
6118,Aurobindo Wholesale,4.17,7
6119,Abbott India Medical Supplies,4.43,9
6120,Lupin Distribution,3.95,9
6121,Novartis India Wholesale,4.38,4
6122,Lupin Medical Supplies,3.77,6
6123,Alkem Labs Distribution,2.52,19
6124,Cadila Health Supply Chain,3.33,8
6125,Biocon Medical Supplies,4.42,3
6126,Glenmark Pharma Dist,3.25,11
6127,Aurobindo Pharma Dist,3.66,7
6128,Sun Pharma Distribution,4.72,2
6129,Wockhardt Distribution,2.36,17
6130,Cadila Health Distribution,3.21,8
6131,Torrent Pharma Wholesale,4.49,3
6132,Wockhardt Wholesale,2.81,19
6133,Cadila Health Medical Supplies,3.8,5
6134,Cipla Pharma Dist,3.87,3
6135,Torrent Pharma Wholesale,4.49,3
6136,Aurobindo Distribution,3.35,6
6137,Apollo Pharma Pharma Dist,3.0,16
6138,Sun Pharma Pharma Dist,4.54,2
6139,Glenmark Medical Supplies,3.59,12
6140,Apollo Pharma Medical Supplies,2.89,12
6141,Cadila Health Wholesale,3.4,7
6142,Pfizer India Distribution,4.96,1
6143,Piramal Distribution,4.26,6
6144,Wockhardt Wholesale,2.81,19
6145,Lupin Medical Supplies,3.77,6
6146,IPCA Labs Pharma Dist,2.96,14
6147,MedPlus Supply Wholesale,3.22,7
6148,Sun Pharma Wholesale,4.99,4
6149,Lupin Wholesale,4.15,2
6150,Pfizer India Distribution,4.96,1
6151,Zydus Medical Supplies,3.87,10
6152,Zydus Pharma Dist,3.8,7
6153,Dr Reddy's Pharma Dist,3.76,7
6154,Dr Reddy's Pharma Dist,3.76,7
6155,Glenmark Medical Supplies,3.59,12
6156,Glenmark Supply Chain,3.32,15
6157,Abbott India Distribution,4.28,2
6158,Pfizer India Supply Chain,4.53,3
6159,Aurobindo Supply Chain,3.61,5
6160,Aurobindo Pharma Dist,3.66,7
6161,Abbott India Distribution,4.28,2
6162,Zydus Pharma Dist,3.8,7
6163,Wockhardt Pharma Dist,2.84,16
6164,IPCA Labs Supply Chain,2.5,13
6165,IPCA Labs Supply Chain,2.5,13
6166,Zydus Supply Chain,4.37,7
6167,Abbott India Medical Supplies,4.43,9
6168,Torrent Pharma Distribution,4.78,3
6169,Mankind Pharma Pharma Dist,3.13,8
6170,Zydus Pharma Dist,3.8,7
6171,Piramal Supply Chain,4.03,6
6172,Torrent Pharma Pharma Dist,4.96,5
6173,Cipla Wholesale,4.05,5
6174,Lupin Medical Supplies,3.77,6
6175,Glenmark Distribution,2.82,10
6176,Wockhardt Pharma Dist,2.84,16
6177,MedPlus Supply Wholesale,3.22,7
6178,Aurobindo Distribution,3.35,6
6179,Dr Reddy's Supply Chain,3.92,4
6180,Piramal Wholesale,4.67,6
6181,Pfizer India Medical Supplies,4.59,1
6182,Aurobindo Medical Supplies,3.76,6
6183,Piramal Pharma Dist,4.27,4
6184,Dr Reddy's Distribution,4.27,6
6185,Torrent Pharma Distribution,4.78,3
6186,Zydus Supply Chain,4.37,7
6187,Torrent Pharma Supply Chain,4.53,5
6188,Dr Reddy's Distribution,4.27,6
6189,MedPlus Supply Pharma Dist,2.55,9
6190,Novartis India Pharma Dist,4.64,4
6191,Zydus Pharma Dist,3.8,7
6192,Lupin Wholesale,4.15,2
6193,Biocon Wholesale,4.15,3
6194,Cipla Distribution,4.18,4
6195,Alkem Labs Distribution,2.52,19
6196,Zydus Supply Chain,4.37,7
6197,Pfizer India Supply Chain,4.53,3
6198,Biocon Medical Supplies,4.42,3
6199,Novartis India Wholesale,4.38,4
6200,IPCA Labs Supply Chain,2.5,13
6201,Glenmark Wholesale,3.29,8
6202,Aurobindo Supply Chain,3.61,5
6203,Alkem Labs Supply Chain,2.32,17
6204,Cipla Supply Chain,4.36,1
6205,Dr Reddy's Distribution,4.27,6
6206,Biocon Distribution,4.6,3
6207,Cadila Health Pharma Dist,3.37,11
6208,Mankind Pharma Medical Supplies,3.59,6
6209,Dr Reddy's Supply Chain,3.92,4
6210,Torrent Pharma Distribution,4.78,3
6211,Dr Reddy's Supply Chain,3.92,4
6212,Zydus Pharma Dist,3.8,7
6213,Aurobindo Distribution,3.35,6
6214,MedPlus Supply Supply Chain,3.19,11
6215,Alkem Labs Distribution,2.52,19
6216,Aurobindo Pharma Dist,3.66,7
6217,Abbott India Pharma Dist,4.57,5
6218,Piramal Medical Supplies,3.9,7
6219,Dr Reddy's Pharma Dist,3.76,7
6220,Abbott India Wholesale,4.5,6
6221,Aurobindo Wholesale,4.17,7
6222,Glenmark Supply Chain,3.32,15
6223,Sun Pharma Wholesale,4.99,4
6224,IPCA Labs Medical Supplies,3.03,13
6225,Novartis India Distribution,4.49,5
6226,Alkem Labs Wholesale,2.57,18
6227,Cipla Supply Chain,4.36,1
6228,Dr Reddy's Distribution,4.27,6
6229,Pfizer India Supply Chain,4.53,3
6230,Aurobindo Wholesale,4.17,7
6231,Abbott India Supply Chain,4.48,4
6232,Zydus Medical Supplies,3.87,10
6233,Mankind Pharma Pharma Dist,3.13,8
6234,Torrent Pharma Pharma Dist,4.96,5
6235,Glenmark Supply Chain,3.32,15
6236,Torrent Pharma Distribution,4.78,3
6237,Mankind Pharma Medical Supplies,3.59,6
6238,Aurobindo Wholesale,4.17,7
6239,Torrent Pharma Wholesale,4.49,3
6240,Wockhardt Pharma Dist,2.84,16
6241,Novartis India Supply Chain,4.65,1
6242,MedPlus Supply Distribution,3.29,11
6243,Dr Reddy's Wholesale,3.61,7
6244,Piramal Pharma Dist,4.27,4
6245,Apollo Pharma Medical Supplies,2.89,12
6246,Torrent Pharma Medical Supplies,4.78,5
6247,Pfizer India Supply Chain,4.53,3
6248,Lupin Supply Chain,4.1,3
6249,Cadila Health Supply Chain,3.33,8
6250,Piramal Medical Supplies,3.9,7
6251,Torrent Pharma Medical Supplies,4.78,5
6252,Pfizer India Pharma Dist,4.74,4
6253,Zydus Medical Supplies,3.87,10
6254,Piramal Wholesale,4.67,6
6255,Abbott India Wholesale,4.5,6
6256,Aurobindo Distribution,3.35,6
6257,Alkem Labs Supply Chain,2.32,17
6258,Aurobindo Pharma Dist,3.66,7
6259,Biocon Wholesale,4.15,3
6260,MedPlus Supply Pharma Dist,2.55,9
6261,Biocon Wholesale,4.15,3
6262,Abbott India Supply Chain,4.48,4
6263,Abbott India Wholesale,4.5,6
6264,Cipla Supply Chain,4.36,1
6265,Mankind Pharma Supply Chain,3.47,9
6266,Wockhardt Distribution,2.36,17
6267,Wockhardt Supply Chain,2.89,14
6268,Zydus Distribution,3.95,9
6269,IPCA Labs Wholesale,2.59,10
6270,Cipla Medical Supplies,4.07,2
6271,Glenmark Supply Chain,3.32,15
6272,Cipla Supply Chain,4.36,1
6273,Alkem Labs Medical Supplies,2.5,17
6274,Pfizer India Distribution,4.96,1
6275,Aurobindo Supply Chain,3.61,5
6276,Apollo Pharma Pharma Dist,3.0,16
6277,Sun Pharma Distribution,4.72,2
6278,Aurobindo Pharma Dist,3.66,7
6279,Glenmark Medical Supplies,3.59,12
6280,Apollo Pharma Wholesale,2.78,16
6281,Sun Pharma Wholesale,4.99,4
6282,Lupin Supply Chain,4.1,3
6283,Sun Pharma Wholesale,4.99,4
6284,Zydus Pharma Dist,3.8,7
6285,Abbott India Medical Supplies,4.43,9
6286,Sun Pharma Wholesale,4.99,4
6287,Sun Pharma Distribution,4.72,2
6288,IPCA Labs Distribution,2.96,15
6289,Pfizer India Wholesale,4.92,2
6290,Alkem Labs Medical Supplies,2.5,17
6291,IPCA Labs Pharma Dist,2.96,14
6292,Biocon Distribution,4.6,3
6293,Apollo Pharma Medical Supplies,2.89,12
6294,Cipla Pharma Dist,3.87,3
6295,Mankind Pharma Wholesale,3.38,12
6296,Wockhardt Pharma Dist,2.84,16
6297,MedPlus Supply Distribution,3.29,11
6298,Alkem Labs Medical Supplies,2.5,17
6299,Zydus Pharma Dist,3.8,7
6300,Torrent Pharma Supply Chain,4.53,5
6301,Apollo Pharma Supply Chain,2.52,11
6302,Piramal Pharma Dist,4.27,4
6303,Lupin Pharma Dist,4.31,3
6304,Torrent Pharma Pharma Dist,4.96,5
6305,Torrent Pharma Wholesale,4.49,3
6306,Lupin Distribution,3.95,9
6307,Novartis India Wholesale,4.38,4
6308,Alkem Labs Supply Chain,2.32,17
6309,Glenmark Wholesale,3.29,8
6310,Apollo Pharma Distribution,2.68,13
6311,Sun Pharma Wholesale,4.99,4
6312,MedPlus Supply Supply Chain,3.19,11
6313,Lupin Supply Chain,4.1,3
6314,MedPlus Supply Wholesale,3.22,7
6315,Alkem Labs Pharma Dist,2.4,15
6316,Alkem Labs Distribution,2.52,19
6317,Abbott India Medical Supplies,4.43,9
6318,Alkem Labs Pharma Dist,2.4,15
6319,MedPlus Supply Wholesale,3.22,7
6320,Sun Pharma Wholesale,4.99,4
6321,Torrent Pharma Medical Supplies,4.78,5
6322,Torrent Pharma Medical Supplies,4.78,5
6323,Mankind Pharma Supply Chain,3.47,9
6324,IPCA Labs Medical Supplies,3.03,13
6325,Cadila Health Distribution,3.21,8
6326,Dr Reddy's Supply Chain,3.92,4
6327,Pfizer India Wholesale,4.92,2
6328,MedPlus Supply Distribution,3.29,11
6329,Lupin Pharma Dist,4.31,3
6330,Abbott India Medical Supplies,4.43,9
6331,Aurobindo Pharma Dist,3.66,7
6332,IPCA Labs Distribution,2.96,15
6333,Sun Pharma Distribution,4.72,2
6334,Glenmark Pharma Dist,3.25,11
6335,Abbott India Medical Supplies,4.43,9
6336,Abbott India Supply Chain,4.48,4
6337,Abbott India Medical Supplies,4.43,9
6338,Cipla Distribution,4.18,4
6339,Cadila Health Medical Supplies,3.8,5
6340,Zydus Wholesale,4.23,9
6341,IPCA Labs Supply Chain,2.5,13
6342,Mankind Pharma Wholesale,3.38,12
6343,Abbott India Distribution,4.28,2
6344,Lupin Wholesale,4.15,2
6345,Lupin Pharma Dist,4.31,3
6346,Pfizer India Medical Supplies,4.59,1
6347,Torrent Pharma Medical Supplies,4.78,5
6348,Zydus Supply Chain,4.37,7
6349,Apollo Pharma Pharma Dist,3.0,16
6350,IPCA Labs Wholesale,2.59,10
6351,Dr Reddy's Supply Chain,3.92,4
6352,Pfizer India Wholesale,4.92,2
6353,Torrent Pharma Supply Chain,4.53,5
6354,MedPlus Supply Wholesale,3.22,7
6355,Cipla Wholesale,4.05,5
6356,Mankind Pharma Distribution,3.68,10
6357,Piramal Distribution,4.26,6
6358,Torrent Pharma Wholesale,4.49,3
6359,Apollo Pharma Pharma Dist,3.0,16
6360,Biocon Supply Chain,4.75,2
6361,Dr Reddy's Medical Supplies,3.75,6
6362,Sun Pharma Supply Chain,4.76,6
6363,Aurobindo Supply Chain,3.61,5
6364,Zydus Wholesale,4.23,9
6365,Aurobindo Wholesale,4.17,7
6366,Lupin Pharma Dist,4.31,3
6367,Sun Pharma Pharma Dist,4.54,2
6368,Cipla Supply Chain,4.36,1
6369,Zydus Pharma Dist,3.8,7
6370,Wockhardt Supply Chain,2.89,14
6371,MedPlus Supply Pharma Dist,2.55,9
6372,MedPlus Supply Supply Chain,3.19,11
6373,Glenmark Pharma Dist,3.25,11
6374,Apollo Pharma Pharma Dist,3.0,16
6375,Glenmark Wholesale,3.29,8
6376,Pfizer India Medical Supplies,4.59,1
6377,Dr Reddy's Distribution,4.27,6
6378,Cadila Health Pharma Dist,3.37,11
6379,Wockhardt Supply Chain,2.89,14
6380,Cadila Health Pharma Dist,3.37,11
6381,Novartis India Pharma Dist,4.64,4
6382,Pfizer India Pharma Dist,4.74,4
6383,Abbott India Pharma Dist,4.57,5
6384,Mankind Pharma Supply Chain,3.47,9
6385,Cadila Health Distribution,3.21,8
6386,Zydus Wholesale,4.23,9
6387,Cipla Distribution,4.18,4
6388,Zydus Supply Chain,4.37,7
6389,Mankind Pharma Medical Supplies,3.59,6
6390,Glenmark Supply Chain,3.32,15
6391,Wockhardt Medical Supplies,2.54,14
6392,Aurobindo Medical Supplies,3.76,6
6393,Lupin Distribution,3.95,9
6394,Pfizer India Medical Supplies,4.59,1
6395,Dr Reddy's Wholesale,3.61,7
6396,MedPlus Supply Wholesale,3.22,7
6397,Torrent Pharma Pharma Dist,4.96,5
6398,Novartis India Distribution,4.49,5
6399,Pfizer India Supply Chain,4.53,3
6400,Aurobindo Distribution,3.35,6
6401,Alkem Labs Wholesale,2.57,18
6402,Cipla Wholesale,4.05,5
6403,Glenmark Pharma Dist,3.25,11
6404,Zydus Medical Supplies,3.87,10
6405,Mankind Pharma Supply Chain,3.47,9
6406,Apollo Pharma Supply Chain,2.52,11
6407,Cadila Health Wholesale,3.4,7
6408,Abbott India Supply Chain,4.48,4
6409,Cadila Health Wholesale,3.4,7
6410,Zydus Supply Chain,4.37,7
6411,Aurobindo Pharma Dist,3.66,7
6412,Novartis India Distribution,4.49,5
6413,Glenmark Wholesale,3.29,8
6414,IPCA Labs Wholesale,2.59,10
6415,MedPlus Supply Wholesale,3.22,7
6416,Dr Reddy's Medical Supplies,3.75,6
6417,IPCA Labs Distribution,2.96,15
6418,Torrent Pharma Wholesale,4.49,3
6419,Sun Pharma Pharma Dist,4.54,2
6420,Wockhardt Pharma Dist,2.84,16
6421,Cipla Medical Supplies,4.07,2
6422,Pfizer India Supply Chain,4.53,3
6423,Torrent Pharma Wholesale,4.49,3
6424,Piramal Wholesale,4.67,6
6425,Apollo Pharma Medical Supplies,2.89,12
6426,Cipla Distribution,4.18,4
6427,Dr Reddy's Supply Chain,3.92,4
6428,MedPlus Supply Pharma Dist,2.55,9
6429,Piramal Supply Chain,4.03,6
6430,Pfizer India Pharma Dist,4.74,4
6431,Lupin Wholesale,4.15,2
6432,Cadila Health Supply Chain,3.33,8
6433,Cipla Pharma Dist,3.87,3
6434,Cipla Pharma Dist,3.87,3
6435,Wockhardt Wholesale,2.81,19
6436,Alkem Labs Supply Chain,2.32,17
6437,Sun Pharma Wholesale,4.99,4
6438,Aurobindo Distribution,3.35,6
6439,Wockhardt Medical Supplies,2.54,14
6440,Cadila Health Supply Chain,3.33,8
6441,Zydus Medical Supplies,3.87,10
6442,Cipla Pharma Dist,3.87,3
6443,Abbott India Supply Chain,4.48,4
6444,Lupin Distribution,3.95,9
6445,Piramal Supply Chain,4.03,6
6446,Cadila Health Supply Chain,3.33,8
6447,Cipla Wholesale,4.05,5
6448,Glenmark Medical Supplies,3.59,12
6449,Piramal Pharma Dist,4.27,4
6450,Piramal Supply Chain,4.03,6
6451,IPCA Labs Distribution,2.96,15
6452,Dr Reddy's Medical Supplies,3.75,6
6453,IPCA Labs Distribution,2.96,15
6454,Novartis India Pharma Dist,4.64,4
6455,Zydus Distribution,3.95,9
6456,Mankind Pharma Supply Chain,3.47,9
6457,Mankind Pharma Wholesale,3.38,12
6458,Zydus Wholesale,4.23,9
6459,Sun Pharma Distribution,4.72,2
6460,Cipla Medical Supplies,4.07,2
6461,Piramal Medical Supplies,3.9,7
6462,IPCA Labs Supply Chain,2.5,13
6463,Glenmark Distribution,2.82,10
6464,Abbott India Wholesale,4.5,6
6465,Alkem Labs Medical Supplies,2.5,17
6466,Dr Reddy's Supply Chain,3.92,4
6467,Abbott India Wholesale,4.5,6
6468,Wockhardt Distribution,2.36,17
6469,Glenmark Medical Supplies,3.59,12
6470,Torrent Pharma Distribution,4.78,3
6471,Piramal Pharma Dist,4.27,4
6472,Zydus Distribution,3.95,9
6473,MedPlus Supply Distribution,3.29,11
6474,Mankind Pharma Pharma Dist,3.13,8
6475,Zydus Pharma Dist,3.8,7
6476,Cipla Distribution,4.18,4
6477,Cadila Health Wholesale,3.4,7
6478,Zydus Pharma Dist,3.8,7
6479,Mankind Pharma Medical Supplies,3.59,6
6480,Lupin Pharma Dist,4.31,3
6481,Biocon Supply Chain,4.75,2
6482,Dr Reddy's Pharma Dist,3.76,7
6483,Zydus Pharma Dist,3.8,7
6484,Piramal Pharma Dist,4.27,4
6485,Torrent Pharma Pharma Dist,4.96,5
6486,Lupin Pharma Dist,4.31,3
6487,Glenmark Wholesale,3.29,8
6488,Glenmark Medical Supplies,3.59,12
6489,Biocon Pharma Dist,4.55,9
6490,Glenmark Supply Chain,3.32,15
6491,Pfizer India Supply Chain,4.53,3
6492,Aurobindo Distribution,3.35,6
6493,Glenmark Distribution,2.82,10
6494,Torrent Pharma Supply Chain,4.53,5
6495,Apollo Pharma Supply Chain,2.52,11
6496,Cipla Wholesale,4.05,5
6497,Novartis India Distribution,4.49,5
6498,Wockhardt Wholesale,2.81,19
6499,Pfizer India Supply Chain,4.53,3
6500,Novartis India Supply Chain,4.65,1
6501,Cadila Health Pharma Dist,3.37,11
6502,Alkem Labs Distribution,2.52,19
6503,Novartis India Pharma Dist,4.64,4
6504,Cadila Health Supply Chain,3.33,8
6505,Torrent Pharma Distribution,4.78,3
6506,Cipla Pharma Dist,3.87,3
6507,Cipla Distribution,4.18,4
6508,Piramal Medical Supplies,3.9,7
6509,Mankind Pharma Wholesale,3.38,12
6510,Alkem Labs Pharma Dist,2.4,15
6511,Pfizer India Wholesale,4.92,2
6512,Zydus Medical Supplies,3.87,10
6513,Dr Reddy's Pharma Dist,3.76,7
6514,Cadila Health Wholesale,3.4,7
6515,Mankind Pharma Medical Supplies,3.59,6
6516,Lupin Medical Supplies,3.77,6
6517,Wockhardt Supply Chain,2.89,14
6518,Wockhardt Supply Chain,2.89,14
6519,Cadila Health Distribution,3.21,8
6520,IPCA Labs Wholesale,2.59,10
6521,Zydus Medical Supplies,3.87,10
6522,Alkem Labs Supply Chain,2.32,17
6523,Biocon Pharma Dist,4.55,9
6524,Piramal Distribution,4.26,6
6525,Piramal Supply Chain,4.03,6
6526,Aurobindo Medical Supplies,3.76,6
6527,IPCA Labs Medical Supplies,3.03,13
6528,Lupin Wholesale,4.15,2
6529,Apollo Pharma Medical Supplies,2.89,12
6530,Aurobindo Pharma Dist,3.66,7
6531,Torrent Pharma Distribution,4.78,3
6532,Dr Reddy's Wholesale,3.61,7
6533,Zydus Medical Supplies,3.87,10
6534,Zydus Wholesale,4.23,9
6535,Abbott India Pharma Dist,4.57,5
6536,Biocon Medical Supplies,4.42,3
6537,Aurobindo Distribution,3.35,6
6538,Zydus Pharma Dist,3.8,7
6539,Abbott India Distribution,4.28,2
6540,Mankind Pharma Pharma Dist,3.13,8
6541,Glenmark Distribution,2.82,10
6542,Lupin Wholesale,4.15,2
6543,Wockhardt Supply Chain,2.89,14
6544,Piramal Distribution,4.26,6
6545,Aurobindo Medical Supplies,3.76,6
6546,Pfizer India Supply Chain,4.53,3
6547,Pfizer India Supply Chain,4.53,3
6548,Glenmark Medical Supplies,3.59,12
6549,Glenmark Wholesale,3.29,8
6550,Apollo Pharma Pharma Dist,3.0,16
6551,Lupin Wholesale,4.15,2
6552,Torrent Pharma Pharma Dist,4.96,5
6553,Aurobindo Supply Chain,3.61,5
6554,Alkem Labs Wholesale,2.57,18
6555,MedPlus Supply Supply Chain,3.19,11
6556,Torrent Pharma Distribution,4.78,3
6557,Novartis India Wholesale,4.38,4
6558,Novartis India Pharma Dist,4.64,4
6559,Novartis India Wholesale,4.38,4
6560,MedPlus Supply Medical Supplies,3.22,4
6561,Piramal Medical Supplies,3.9,7
6562,MedPlus Supply Pharma Dist,2.55,9
6563,Piramal Supply Chain,4.03,6
6564,Abbott India Supply Chain,4.48,4
6565,Aurobindo Wholesale,4.17,7
6566,Mankind Pharma Supply Chain,3.47,9
6567,Lupin Distribution,3.95,9
6568,Torrent Pharma Pharma Dist,4.96,5
6569,Apollo Pharma Medical Supplies,2.89,12
6570,Glenmark Medical Supplies,3.59,12
6571,Zydus Medical Supplies,3.87,10
6572,Alkem Labs Distribution,2.52,19
6573,IPCA Labs Supply Chain,2.5,13
6574,Aurobindo Medical Supplies,3.76,6
6575,Abbott India Distribution,4.28,2
6576,Wockhardt Medical Supplies,2.54,14
6577,Torrent Pharma Distribution,4.78,3
6578,Wockhardt Medical Supplies,2.54,14
6579,Mankind Pharma Medical Supplies,3.59,6
6580,Biocon Medical Supplies,4.42,3
